Sentiment	SentimentText
1	daughter danang reveal effort toward closur onli open new wound doesn't flinch it unsettl prognosi name legaci war kind perpetu pain 
1	film' welcom breezi some unbeliev hilari moment -- most portrai idioci film industri -- make mostli worth trip 
-1	most storylin feel like time filler between surf shot movi isn't horribl but you see mediocr crest next wave 
-1	artsploit movi too much exploit too littl art 
1	film sound like stuff lurid melodrama but what make interest charact studi fact stori told paul' perspect 
1	marvel merri ye melancholi film 
-1	while solondz tri tri hard storytel fail provid much more insight insid column torn book jacket 
1	promis on film that' truli deserv it oscar nomin 
1	delight if minor pastri movi 
-1	certain distast children adult alik eight crazi night total misfir 
-1	die anoth dai onli intermitt entertain but it' hard not sucker it charm perhap it' just imposs not feel nostalgia movi you grew up 
1	it' wise power tale race cultur forcefulli told superb perform throughout 
-1	charact never more sketch leav ani true emot connect identif frustratingli out reach 
-1	unceas sadism so graphic excess director just end up expos hi own obsess 
-1	first full scale wwii flick hong kong' john woo he' not good peopl 
1	picture' fascin bywai litter trenchant satir jab peculiar egocentr act breed 
-1	new wai describ bad need invent describ exactli how bad 
-1	hei least titl film let you know exactli where it' head 
1	 quit good provid some good old fashion spook 
-1	bottom line nemesi same ha all film seri : fan will undoubtedli enjoi uncommit needn't wast their time 
1	no screen fantasy-adventur recent memori ha showmanship clones' last 45 minut 
-1	littl more stylish exercis revision whose point no doubt true but serv rather thin moral such know fabl 
-1	come across relic bygon era it convolut feel silli rather plausibl 
1	unfold low-kei organ wai encourag you accept life go it flow 
1	 gentl meld drama comedi make what time ? someth true film buff will enjoi 
1	 on except everi blighter particular south london hous project dig dysfunct like it' big comfort jar marmit slather cracker serv feast bleak 
1	more two decad mr nachtwei ha travel place world devast war famin poverti document cruelti suffer he ha found devast eloqu clariti 
-1	essenti what' miss blackboard -- sens someth bigger some ultim point 
1	film will enthral whole famili 
-1	 on resurrect too mani 
-1	long dull process despair set cello music cull minimalist funer 
1	laugh aplenti bonu viewer don't have worri about be subject fart urin fece semen ani other foul substanc have overrun modern-dai comedi 
-1	howev stale materi lawrence' deliveri remain perfect ; hi great gift he actual trick you think some worn-out pander palav actual funni 
-1	plot plummet comedi graveyard befor janic come race rescu final reel 
1	potent allegor love stori 
-1	standard police-ori drama not de niro' particip would have like wound up tnt origin 
-1	barney' idea about creation ident don't realli seem all profound least wai what glean three-hour endur test built around hour' worth actual materi 
1	what lift film high abov run-of-the-filth gangster flick it refus recognis ani signpost if discov wai through bitter end without map 
-1	by-the-numb yarn 
-1	band perform featur drumlin red hot [but] mere stori point view film' ic cold 
-1	fairli harmless but ultim lifeless feature-length afterschool special 
1	some movi suck you despit their flaw heaven on such beast 
-1	bore wincingli cute nauseatingli polit correct cartoon guarante drive anyon much over ag 4 scream theater 
-1	what [frei] give us man who us damag war -- far more often warfar itself -- creat kind art shot fill galleri show 
-1	suffer decid lack creativ storytel 
-1	 kid stai pictur great stori terrif told man who wrote but cliff note edit cheat 
-1	confirm nag suspicion ethan hawk would even wors behind camera he front 
1	irrit sadden me martin lawrence' latest vehicl explod obnoxi 2 500 screen while someth bubba ho-tep' clearli evid qualiti mai end up languish shelf somewher 
-1	stephen earnhart' documentari decomposit healthi eccentr inspir ambit � wear cloak unsentiment straightforward text � it' realli exercis gross romantic delusion person type 
1	ebulli tunisian film about startl transform tradition-bound widow who drawn exot world belli danc 
-1	gener intern version typic american horror film 
-1	sha-na-na sketch punctuat graphic violenc 
1	it' crafti energet smart -- kid sort like fourteen-year old ferri bueller 
1	connoisseur chines film will pleas discov tian' meticul talent ha not wither dure hi enforc hiatu 
-1	releas film word 'dog' it titl januari lend itself easi joke insult snow dog deserv everi singl on them 
-1	while american adobo ha it heart ( it palat ) right place it brain littl scatter -- ditsi even 
1	manag transcend sex drug show-tun plot someth far richer 
-1	end i look someth hard bludgeon myself unconsci 
1	while somewhat less might have film good on you'v got hand director georg cloonei bite off such big job first time out 
1	though overal overwhelmingli posit portray film doesn't ignor more problemat aspect brown' life 
1	drop you dizzi volatil pressure-cook situat quickli snowbal out control while focus what much more why 
1	clever blend fact fiction 
-1	unclassifi aw studi self- audience-abus 
-1	shot perhap 'artistically' handheld camera appar no movi light joaquin baca-asai low-budget product swing annoyingli between vertigo opac 
-1	zombi movi everi sens word--mindless lifeless meander loud pain obnoxi 
-1	plai like volatil overlong w magazin fashion spread 
-1	pictur doesn't know it' comedi 
1	human resourc good straightforward tale but time out better it' haunt it' like poem 
-1	director tom shadyac star kevin costner glumli mishandl story' promis premis physician who need heal himself 
-1	derail bad write possibl also some extens post-product rework aim film young male throe their first full flush testosteron 
1	worth look curios 
-1	no dia em que aceit dirigir esta continua��o harold rami deve ter sa�do da cama com o p� esquerdo e aquel que decidiram assistir est film tamb�m 
1	return pure disnei magic enjoy famili fare 
-1	mib ii movi make possibl viewer doze off few minut make sever run concess stand and/or restroom not feel if he she ha miss anyth that' becaus rel noth happen 
-1	becaus unnecessari clumsi last scene 'swimfan' left me veri bad feel 
1	flavor romant you could call how martha got her groov back -- assum she ever had on begin 
1	hi work transcend boy-meets-girl postur typic love stori 
-1	if look thrill sci-fi cinemat ride don't settl impost 
-1	fail so fundament everi convent level achiev some kind goofi grandeur 
1	call magic realism surreal but miss wonton float beyond realiti certain degre wit digniti 
-1	it' neither sappi big daddi nor anarch happi gilmor waterboi but ha it moment 
1	convent but heartwarm tale 
-1	rymer doesn't trust laugh -- doesn't conjur proper respect follow whole dead-undead genr who deserv more vampir pic few shrieki special effect 
-1	after you laugh onc ( mayb twice ) you will have complet forgotten movi time you get back your car park lot 
-1	wander all over map themat stylist borrow heavili lynch jeunet von trier while fail find spark it own 
-1	slap her - she' not funni ! no french peopl harm dure make movi but thei insult audienc put through tortur hour half 
1	draw [for big bad love ] solid perform arliss howard 
-1	american chai encourag rueful laughter stereotyp onli indian-american would recogn lesson end noth new 
1	on can't deni it serious qualiti 
1	eleg sly deadpan comedi 
-1	trap present frighten compel 'what if ? ' scenario will give most parent paus then someth terribl happen 
-1	cho' fan sure entertain ; it' onli fair interest full disclosur sai -- basi film alon -- i'm not on them 
-1	movi while beauti feel labor hint write exercis about 
1	byler too savvi filmmak let morph typic romant triangl instead he focus anguish develop on mull leav familiar travers unchart ground 
1	incred thought deepli medit pictur neatli effect captur debilit grief felt immedi aftermath terrorist attack 
1	hour make you examin your own life much same wai it charact do experi profound hour what movi suppos 
-1	stori lack ani real emot impact plot both contriv clich 
-1	film' trailer also look like crap so crap what i expect 
1	it' dai beach -- air condit popcorn 
1	unbeliev fun film just lead man awai perfect 
-1	ha someth sai but statement issu worthi much more thought insight melodramat wholli predict thriller 
1	messag such reflections--intent not--i while no art grow vacuum mani artist exist on 
-1	poor ben bratt couldn't find stardom if mapquest email him point-to-point drive direct 
1	differ movi -- sometim tediou -- director mani viewer would like skip but film buff should get know 
1	addit glu you edg your seat chang lane also film fresh imagin insight 
-1	while certainli more naturalist it australian counterpart amari' film fall short build drama lilia' journei 
